Date,Product,Quantity,Price,Region
2022-11-29,Tablet,9,822.5605889080539,West
2022-07-31,Headphones,1,863.3401310487213,South
2023-02-05,Laptop,10,761.0874033888408,West
2023-12-15,Tablet,5,679.8999832133901,Central
2022-01-28,Laptop,5,372.23784900658836,West
2022-09-21,Smartphone,7,202.24694946301938,Central
2022-03-18,Smartwatch,2,211.02222122719286,West
2023-06-06,Laptop,6,935.9558493624065,East
2022-01-22,Headphones,9,556.8838070026229,North
2022-07-17,Headphones,8,936.6793336652689,North
2022-06-07,Smartphone,10,982.6297537098498,Central
2022-11-10,Headphones,6,271.80888762740096,East
2022-02-24,Smartphone,5,844.2980976077796,North
2023-01-20,Laptop,6,749.1476602804643,West
2023-02-07,Smartwatch,1,801.644048077011,Central
2022-09-04,Headphones,2,151.51947313612595,East
2022-07-25,Smartwatch,3,503.5655364598278,Central
2023-05-11,Laptop,10,398.19086371278325,West
2023-01-04,Headphones,10,725.8836427470212,Central
2023-02-19,Tablet,3,458.36435104526095,East
2022-08-12,Smartphone,6,862.8331154724925,Central
2022-06-02,Smartphone,7,595.4078204339633,West
2022-07-30,Tablet,1,914.2210425017972,North
2023-11-20,Tablet,2,278.1484896583909,North
2022-02-04,Smartphone,9,954.9384751307102,Central
2022-12-31,Headphones,7,350.831253324126,East
2022-06-09,Smartphone,10,950.5726357513022,East
2023-02-20,Headphones,2,386.9924952035914,East
2023-12-07,Laptop,1,666.5308312637651,West
2023-08-05,Smartwatch,9,370.63582951878476,West
2022-04-21,Tablet,10,627.2789661152894,North
2023-09-08,Laptop,2,128.1719221819725,South
2023-09-19,Tablet,4,543.1526690714495,North
2023-05-27,Laptop,7,101.96102606846205,East
2022-11-17,Tablet,5,577.5177996371422,East
2023-03-22,Tablet,1,670.2418427469566,North
2023-03-27,Smartphone,4,688.1049054066405,Central
2022-02-05,Headphones,10,865.8618377696392,Central
2023-04-30,Tablet,1,105.42309317648957,West
2022-05-05,Laptop,5,261.2070398726621,Central
2023-12-02,Smartphone,5,713.6906609549715,Central
2023-09-01,Laptop,5,933.429139023639,West
2022-05-01,Smartphone,6,177.86045062654946,South
2022-03-30,Headphones,10,558.1604021633442,North
2023-06-16,Headphones,10,635.3532170942074,East
2023-04-04,Tablet,6,556.9583899055206,West
2023-10-24,Smartphone,4,968.4510509262634,North
2022-04-16,Smartwatch,9,436.32138937362504,Central
2022-05-19,Smartwatch,7,219.43532801827592,East
2022-04-03,Smartwatch,3,728.5495009128468,North
2022-11-05,Tablet,7,923.4731807684196,West
2022-08-10,Smartwatch,2,125.65008852832055,North
2023-04-17,Tablet,4,334.3931120455586,West
2022-04-07,Headphones,3,485.83323678318646,West
2023-05-28,Smartwatch,1,420.0198323210152,South
2023-08-29,Smartphone,3,273.7785860276125,North
2022-07-12,Headphones,9,589.9529610471445,East
2022-12-19,Tablet,8,261.96346309622425,Central
2023-09-21,Headphones,9,115.62831466443897,East
2022-08-12,Laptop,7,881.3147120630332,South
2023-08-15,Headphones,2,769.6832765216351,North
2023-06-09,Laptop,6,852.5927142594192,West
2022-12-13,Laptop,8,899.0251278884839,East
2022-01-26,Headphones,6,400.0937470109556,East
2023-10-17,Smartphone,8,846.65211080942,East
2022-10-20,Tablet,5,218.05920095571832,Central
2022-07-09,Smartphone,5,992.2381037755824,Central
2022-11-21,Tablet,2,205.12569017641746,Central
2022-02-11,Smartphone,3,795.9266254547668,South
2022-03-30,Tablet,3,722.8959583207451,North
2023-06-20,Headphones,4,644.8485170127101,South
2023-01-30,Tablet,6,162.28041831796412,East
2022-03-04,Laptop,7,655.3905547802684,Central
2022-07-07,Laptop,2,517.9379091357632,South
2022-11-09,Laptop,10,672.7461050712111,South
2022-10-12,Tablet,3,220.85410852084908,East
2023-10-05,Tablet,6,344.84386572767266,West
2022-11-12,Tablet,7,988.2334413383899,East
2022-04-27,Smartphone,6,945.5108482151935,South
2022-12-18,Laptop,4,809.2476837163324,Central
2023-06-04,Tablet,9,583.3402623730601,South
2023-06-05,Smartphone,3,347.25382070089836,West
2022-11-24,Tablet,4,408.75955831780067,North
2022-03-25,Tablet,2,882.8739636556693,West
2023-10-15,Smartwatch,5,997.4683589778815,West
2023-09-09,Smartwatch,7,535.3160358361697,West
2022-09-19,Headphones,8,404.19507205117196,East
2022-02-17,Smartwatch,4,809.6380046805396,West
2022-05-15,Headphones,1,146.16277376850803,Central
2022-05-27,Smartphone,1,410.5125063839701,North
2022-12-16,Headphones,1,393.9669690910832,Central
2022-07-25,Tablet,7,731.2968537011956,East
2023-04-28,Tablet,8,521.2900810291184,East
2022-07-10,Tablet,6,672.471737400538,South
2022-09-24,Tablet,1,439.66277128426873,South
2023-05-16,Tablet,4,529.1040017304949,East
2022-03-04,Tablet,9,939.1944013482673,East
2023-02-23,Smartphone,9,162.64164478149212,South
2023-07-10,Headphones,3,575.7231632103124,Central
2023-11-26,Tablet,9,922.839963491361,Central
2023-03-18,Laptop,2,938.6724110122981,West
2022-12-27,Smartphone,3,759.2430086264493,East
2023-01-11,Smartwatch,2,126.35799763750012,Central
2022-08-09,Headphones,4,864.8064365367961,Central
2023-07-03,Smartphone,3,587.650522425163,West
2023-02-09,Tablet,3,818.1251036975067,East
2022-10-20,Smartwatch,6,474.97327942570195,West
2023-10-20,Smartwatch,10,662.1771205664351,South
2022-01-06,Smartphone,5,777.3506466472844,South
2022-04-13,Headphones,3,754.1627616262441,South
2023-03-31,Smartphone,2,665.0610958289632,Central
2023-10-21,Headphones,9,635.2011738843486,East
2023-01-05,Headphones,7,183.68994485188423,West
2022-03-06,Smartphone,1,348.8118851772437,East
2023-06-06,Tablet,10,367.16304059317565,Central
2022-11-30,Headphones,2,393.1584464667015,West
2023-04-18,Smartphone,9,783.7737755103757,West
2023-02-01,Tablet,3,188.28980043338754,Central
2023-11-25,Smartphone,7,659.1719463695839,South
2022-01-16,Laptop,8,574.7182450849537,North
2023-04-25,Smartwatch,2,197.3478123912659,East
2023-09-28,Laptop,1,487.02324150620495,South
2022-06-18,Headphones,10,169.50982071171774,Central
2023-11-10,Tablet,9,466.58426003125254,West
2023-11-02,Tablet,9,344.3912957682662,North
2022-01-25,Headphones,9,673.2253146414615,Central
2023-05-11,Laptop,8,863.559650587776,North
2023-04-06,Smartphone,1,998.401699508342,East
2023-11-10,Tablet,6,887.3204400556775,West
2022-12-15,Headphones,1,534.8985252082965,East
2022-06-06,Headphones,7,789.1392302391952,North
2023-05-08,Laptop,6,328.25662425156213,South
2023-10-14,Headphones,7,759.5875804628157,East
2022-07-04,Headphones,8,934.6563347992349,Central
2023-07-17,Laptop,7,224.9630450863104,Central
2023-10-05,Laptop,4,905.6959831716421,East
2022-08-08,Smartwatch,2,703.969323824355,Central
2023-04-01,Smartwatch,7,323.7647823005643,West
2023-05-29,Tablet,1,287.4910863546439,Central
2022-08-31,Laptop,4,543.4323939666072,East
2022-12-15,Headphones,1,432.41651080627435,North
2023-07-03,Smartphone,8,123.43041624002996,Central
2023-08-10,Laptop,2,910.0561025411835,East
2022-01-05,Smartphone,2,600.7566001625212,South
2022-10-02,Tablet,10,196.08733004494337,East
2023-01-01,Smartphone,7,887.3907514113015,North
2023-01-26,Smartphone,6,334.1037593996398,South
2022-05-20,Smartwatch,10,144.92593476574206,North
2023-07-12,Smartwatch,3,345.4183139136376,East
2023-02-22,Headphones,3,790.2047552687815,Central
2022-08-26,Tablet,2,180.49463268976115,Central
2022-08-12,Smartwatch,6,611.046807561266,West
2023-01-29,Smartwatch,4,640.4160207004184,East
2022-01-22,Smartphone,4,259.32439008869096,Central
2023-02-18,Smartphone,5,944.557949699933,Central
2022-01-30,Laptop,7,337.0822777505655,North
2023-04-05,Smartphone,5,331.6709890066591,East
2023-03-18,Tablet,4,208.88222205326605,Central
2022-07-06,Smartphone,10,139.8435425889325,South
2023-08-29,Smartphone,4,768.3073084980037,West
2022-09-21,Laptop,3,807.71600854101,South
2022-05-03,Laptop,5,941.2973588444262,Central
2022-11-28,Smartphone,10,646.5047866682024,North
2023-04-01,Headphones,9,199.17138556689662,Central
2023-01-22,Tablet,8,213.65945460279121,North
2022-09-08,Smartphone,5,643.5870581320515,North
2023-02-08,Tablet,6,832.505731393485,East
2022-11-14,Headphones,7,583.1011921793033,Central
2022-03-13,Laptop,4,730.2896850526453,East
2022-02-02,Laptop,4,918.2293916340807,South
2022-03-17,Headphones,5,226.4955902489324,Central
2022-01-25,Headphones,7,475.6439262167028,West
2023-03-16,Laptop,5,377.4526201288461,West
2022-01-21,Laptop,8,780.1515053060243,South
2023-04-20,Smartphone,2,803.8084635216254,Central
2022-05-31,Tablet,2,723.0782523871055,West
2023-06-04,Tablet,2,259.02091263513137,North
2023-05-21,Headphones,3,439.75194860395203,Central
2023-07-24,Tablet,8,471.4929762528643,East
2023-10-05,Headphones,9,160.53377634928523,West
2023-11-08,Smartwatch,6,731.2860896862258,South
2023-09-18,Laptop,1,369.56673426918735,South
2022-01-04,Laptop,8,131.0469009290604,South
2023-07-05,Smartwatch,4,466.031381246952,West
2023-11-07,Tablet,3,151.1470444036433,West
2022-02-01,Smartphone,9,730.2000194996987,Central
2022-10-12,Smartphone,9,806.6894582199493,South
2022-08-25,Headphones,8,699.045343604327,South
2022-11-11,Tablet,9,585.9389122560634,South
2022-10-25,Smartwatch,4,497.3135443576652,South
2023-07-14,Smartphone,4,151.01067674055045,South
2022-07-16,Smartphone,3,988.7839653520682,West
2023-07-31,Smartphone,3,367.52196732287877,Central
2023-05-17,Headphones,6,403.4837505369882,South
2023-11-25,Laptop,3,357.41951388587194,South
2022-06-12,Tablet,1,998.7895934233862,North
2023-06-09,Smartphone,7,734.8139975662591,North
2022-07-03,Laptop,10,825.4205036892506,South
2023-06-12,Tablet,3,789.6500504049395,West
2022-12-05,Tablet,6,456.12691174155,North
2022-06-29,Smartphone,7,673.5504095584955,North
2023-07-29,Smartphone,5,940.8278723542749,South
2022-05-24,Smartwatch,6,524.984086428801,South
2023-06-17,Headphones,5,546.5825631907219,Central
2022-07-05,Smartphone,3,392.59952327295457,North
2022-03-10,Smartwatch,10,863.44026970376,West
2023-10-18,Smartphone,2,933.3265724932625,East
2022-11-17,Headphones,8,808.6581060513616,East
2022-09-06,Headphones,9,665.2468664523784,Central
2023-08-10,Tablet,4,798.0453451676376,East
2023-04-08,Headphones,9,973.9955783105345,Central
2022-10-13,Smartphone,1,839.245344490843,South
2022-12-26,Smartphone,1,422.2614520596348,Central
2022-08-01,Tablet,3,595.5530009881809,South
2022-08-22,Smartwatch,3,894.3389910681822,West
2022-05-29,Tablet,8,677.960726070857,West
2022-01-31,Headphones,8,412.3606395521884,East
2023-07-21,Headphones,9,554.398810561082,West
2022-10-27,Smartwatch,10,498.60389439212526,East
2023-08-20,Smartwatch,9,776.9674772371297,South
2023-03-30,Smartwatch,6,355.6668393438073,Central
2023-06-20,Smartphone,3,889.1871898495632,West
2023-08-06,Smartwatch,10,110.98259785740129,North
2022-08-02,Smartphone,1,879.0738239631225,East
2022-04-28,Tablet,8,712.460566032349,East
2023-04-10,Smartphone,9,609.9476764340839,Central
2023-08-01,Headphones,2,989.9399024855175,South
2023-10-13,Headphones,10,320.87452751677324,North
2023-12-02,Smartphone,4,161.34379343506123,West
2022-09-08,Headphones,6,837.6079723515352,East
2022-02-23,Smartphone,5,293.4641769457103,South
2023-09-10,Smartwatch,4,844.7161550352523,Central
2023-10-23,Laptop,7,816.6278081656321,East
2023-02-10,Smartwatch,5,555.283155250395,East
2022-04-08,Smartphone,6,262.49886444192794,East
2023-04-19,Smartphone,6,500.6724914948125,North
2022-02-11,Laptop,3,527.6994753325351,Central
2023-10-26,Laptop,1,202.72645662738404,Central
2023-12-30,Headphones,8,358.4501406185853,South
2023-09-22,Tablet,5,535.6955405937016,South
2022-01-02,Smartwatch,7,156.08699302802913,North
2022-11-01,Headphones,6,650.1587417657163,East
2023-08-22,Smartwatch,10,512.9938783179286,East
2023-12-12,Laptop,7,959.6806080474627,West
2023-08-11,Smartphone,3,208.66772226390196,Central
2023-03-14,Laptop,4,226.50268093962478,South
2023-12-17,Smartphone,4,316.9402920484307,East
2022-01-01,Headphones,3,249.99158653745852,North
2023-07-27,Tablet,9,376.4282046683099,East
2023-06-29,Headphones,9,296.19706319004865,North
2022-09-13,Laptop,7,912.4262908812029,West
2023-07-29,Headphones,4,574.3699760138522,West
2022-08-28,Headphones,5,919.1824433215953,North
2023-02-16,Headphones,10,140.31572635685967,West
2022-12-28,Headphones,9,868.1104829644567,South
2023-07-31,Laptop,7,369.01213690381485,East
2023-07-14,Tablet,7,530.1214123457734,Central
2023-12-28,Tablet,4,295.14662765750165,West
2023-09-07,Headphones,6,195.73058292672215,Central
2022-10-27,Smartwatch,4,568.1064731613228,Central
2022-06-04,Laptop,1,777.9550800467404,Central
2022-08-05,Laptop,9,930.1145026478739,West
2023-11-07,Smartphone,10,927.7475330217626,West
2023-11-05,Smartwatch,8,490.7492025249124,North
2022-12-20,Smartphone,9,501.98656968302504,West
2023-03-22,Tablet,10,752.1328467853203,East
2022-02-08,Laptop,3,325.00265146717703,Central
2022-05-07,Smartwatch,6,298.51617577059295,South
2022-11-17,Laptop,9,445.3436081621642,West
2023-04-26,Smartwatch,10,621.0898945668389,West
2023-02-11,Tablet,9,709.1109218649692,Central
2023-04-10,Laptop,6,559.1063266361332,North
2023-12-02,Tablet,8,916.3723882968944,North
2022-06-02,Smartphone,10,122.42502744257574,North
2022-09-11,Smartphone,5,607.6442343810388,Central
2022-05-04,Headphones,9,564.3124743507766,West
2023-03-17,Tablet,4,555.3624489756037,Central
2023-01-12,Laptop,5,103.99143948161796,Central
2023-04-09,Smartphone,7,537.6059223029031,South
2023-01-13,Smartphone,8,791.1872267921736,North
2023-10-05,Tablet,7,190.02669344105712,South
2022-01-11,Tablet,5,423.7800868920277,East
2023-01-16,Laptop,2,911.7497348102313,Central
2022-03-08,Smartphone,7,659.8592725954721,South
2022-09-27,Headphones,10,209.6108782795789,Central
2022-04-02,Headphones,9,185.24839019410933,South
2023-07-04,Smartphone,2,978.0626811037936,Central
2022-08-22,Headphones,7,980.2765146056894,Central
2022-02-26,Smartphone,9,512.0460581116538,Central
2022-04-03,Smartphone,9,298.60627563001987,North
2022-02-23,Laptop,2,334.33285990268337,North
2023-05-31,Laptop,6,925.9604166140331,Central
2023-12-25,Tablet,1,155.0273632303318,West
2023-12-03,Laptop,5,597.1470347435018,East
2022-09-17,Tablet,3,503.44642709201594,West
2022-02-02,Laptop,5,501.32258034225737,Central
2022-09-05,Tablet,3,991.6850323962974,East
2023-10-23,Laptop,4,424.19187839364304,East
2023-04-12,Headphones,9,762.1035302305166,North
2023-11-16,Tablet,3,452.58579886041065,East
2022-02-02,Laptop,8,925.1168397656135,Central
2022-05-15,Headphones,9,664.2744179383571,North
2023-05-17,Smartwatch,7,797.5064922905835,South
2023-08-08,Smartphone,7,922.3061219985525,North
2022-06-03,Laptop,7,350.91291507829396,East
2022-05-03,Headphones,5,814.6681578846346,West
2022-03-13,Headphones,6,662.2207929884572,North
2022-08-08,Smartwatch,2,823.4592697475114,West
2023-12-18,Laptop,9,901.1186739478527,East
2023-01-22,Smartwatch,4,489.10007692516547,East
2022-07-24,Tablet,10,221.77121971145283,North
2023-04-02,Smartphone,6,711.5869722422917,East
2023-04-21,Smartphone,4,870.5609779363712,East
2023-09-11,Tablet,1,534.4000121106899,Central
2022-09-08,Smartwatch,8,404.95317471628397,North
2022-09-18,Laptop,1,520.9693999387993,North
2022-06-18,Headphones,1,970.3708716538011,West
2023-02-28,Tablet,3,163.17608500097685,East
2023-01-05,Laptop,6,629.7848301418351,Central
2022-11-25,Smartwatch,7,889.4719336272507,East
2022-06-19,Headphones,2,575.366044449142,South
2023-03-30,Tablet,6,851.022526303676,South
2022-07-17,Laptop,9,600.2308885322179,West
2023-02-22,Smartphone,1,905.9996239089246,West
2022-02-14,Headphones,10,793.4620129487907,West
2022-06-23,Smartwatch,6,334.88041581467087,East
2022-09-27,Smartphone,9,665.4234359503788,Central
2023-04-07,Headphones,7,501.82276377124896,East
2022-01-27,Smartphone,8,320.0064793860278,North
2023-07-22,Headphones,3,598.9113382782904,South
2022-07-15,Headphones,9,285.5479335517632,North
2022-12-16,Tablet,2,392.88211341375256,North
2022-07-11,Laptop,4,884.0547741232214,North
2023-07-18,Smartwatch,8,384.046498892538,North
2022-06-09,Tablet,10,129.98876009542832,North
2022-05-17,Laptop,1,561.4799270607155,South
2023-11-29,Tablet,5,758.7930682622623,East
2023-03-29,Smartwatch,2,966.3968390099529,West
2022-12-21,Smartphone,3,502.823083381163,East
2022-08-04,Smartphone,1,124.56973147254023,Central
2023-04-09,Smartwatch,5,887.0654599016001,East
2023-06-06,Smartwatch,1,406.82543731755345,Central
2023-11-22,Tablet,1,692.1670634465842,East
2022-09-01,Tablet,10,225.7193684963595,West
2023-03-03,Tablet,10,904.5850271298378,North
2022-05-26,Smartphone,6,905.0728482013118,South
2023-09-04,Smartwatch,5,973.1686164608301,West
2023-05-02,Laptop,2,688.6560242564599,South
2023-12-25,Tablet,1,965.1074146274921,East
2022-11-24,Laptop,10,577.2096038909315,East
2023-11-15,Smartwatch,2,789.5616892376769,West
2022-05-14,Smartwatch,6,767.7356827480799,East
2022-10-16,Tablet,3,470.6204010841664,Central
2023-01-04,Laptop,7,343.7736141766328,East
2023-12-26,Smartphone,6,747.4796601752589,West
2022-12-17,Smartphone,1,794.5318489559429,Central
2022-07-22,Headphones,9,193.41291255749803,West
2023-06-01,Smartphone,5,831.8534613563071,East
2022-08-27,Smartwatch,2,446.1214350299487,East
2022-04-27,Headphones,4,477.35227713737646,West
2022-11-18,Smartphone,9,373.5216847309053,North
2023-10-11,Headphones,5,405.94909187749346,South
2023-10-11,Headphones,1,200.13304715474004,South
2022-01-30,Laptop,1,638.1899540006477,West
2022-03-17,Smartphone,8,172.94706888637438,Central
2022-01-19,Laptop,6,722.1981797354053,Central
2023-09-04,Headphones,6,786.7612995137185,Central
2023-09-14,Laptop,9,108.80257471623041,South
2022-08-28,Headphones,4,886.8553274257347,West
2023-10-18,Smartphone,5,740.2363980771576,North
2022-10-30,Smartwatch,4,650.3931578111591,East
2022-04-22,Tablet,6,528.8618128762221,Central
2023-10-26,Smartphone,3,233.4141380950853,West
2023-04-09,Laptop,10,303.2534981507954,East
2023-05-11,Smartphone,6,207.4478142797239,West
2023-01-13,Smartwatch,4,150.85204653015944,East
2022-04-19,Smartwatch,10,672.5536086354075,West
2023-05-28,Headphones,2,345.7366277516433,West
2022-08-18,Smartphone,1,503.4706606846733,Central
2022-06-18,Tablet,1,608.8823873721104,Central
2022-12-12,Smartwatch,4,987.4581060164824,North
2023-05-04,Tablet,2,560.0026587271532,Central
2023-12-17,Smartwatch,3,691.5781807491047,North
2022-02-11,Laptop,4,238.37761012901677,Central
2023-11-11,Headphones,4,411.43241839355676,North
2022-12-20,Smartphone,9,821.0423523855777,South
2023-06-22,Headphones,8,748.8466231035609,North
2023-01-01,Laptop,1,692.4302305208798,West
2023-09-04,Laptop,2,233.60007154982821,North
2022-09-17,Headphones,9,976.9458943305416,West
2022-03-27,Smartwatch,6,435.1885201832303,North
2023-04-26,Headphones,2,237.45247298791583,North
